ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,47,10,0,0,0,0,0,2018,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,21235,0,0,0,0,0,0,0,2020,8
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,13023,0,0,0,0,0,0,2022,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,130279,0,0,0,0,0,0,0,2022,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,5228,20465,1110,0,0,0,0,0,2019,9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,9,1337,0,0,0,0,0,0,2020,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,388347,0,0,0,0,0,0,2021,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,25444,17992,41,0,0,33984,0,0,2020,10
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,103947,0,0,0,0,0,0,0,2021,12
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,17612,0,0,0,0,0,0,2021,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,6423,0,0,0,0,0,0,2018,3
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,124813,161789,906569,0,0,0,0,0,2018,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,37064,18300,0,0,0,0,0,0,2021,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,12650,0,0,0,0,0,0,2018,11
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL LIQUIDO,15990,0,0,0,0,0,0,0,2020,10
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,98464,0,0,0,0,0,0,2021,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,22,7128,0,0,0,0,0,0,2020,7
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,829,1649,289,0,0,0,0,0,2019,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,26,11136,0,0,0,0,0,0,2021,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,44,34,1,0,0,0,0,0,2019,5
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,406,0,0,0,9805,0,0,2020,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,24184,17595,0,0,0,0,0,0,2021,5
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,6689,0,0,2018,1
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,6282,0,0,2018,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,83780,117361,489689,0,0,0,0,0,2019,7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,84,1888,0,0,0,0,0,2018,8
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,53,0,0,0,0,0,0,2020,7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,127488,164053,1246826,0,0,0,0,0,2018,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL LIQUIDO,14002,5988,0,0,0,0,0,0,2020,11
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL LIQUIDO,6262,0,0,0,0,0,0,0,2020,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,47317,77991,0,284,0,0,0,0,2018,11
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,12412,10405,5917,18048,0,0,0,0,2020,9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,59,6699,0,0,0,0,0,0,2021,7
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,50354,0,0,0,0,0,0,2020,9
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,22978,0,0,0,0,0,0,2020,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,7609,10771,0,0,0,960,0,0,2019,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,12867,23856,1987,0,0,26895,0,0,2021,1
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2295608,0,0,0,0,0,0,0,2020,7
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,89562,160005,13461,0,0,0,0,0,2021,2
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,59458,0,0,0,0,0,0,2021,11
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,41958,0,0,0,0,0,0,0,2020,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,28104,27945,366,0,0,272,0,0,2019,5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,1351,21340,0,0,0,0,0,0,2018,11
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,41048,0,0,0,0,0,0,2022,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,171567,0,0,0,0,0,0,2019,10
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,56256,0,0,0,0,0,0,0,2020,3
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,270,0,0,0,12925,0,0,2020,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,79055,0,0,0,0,0,0,2018,4
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,105462,0,0,0,0,0,0,2019,12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CONTENEDORES,0,20,63,0,0,0,0,0,2021,7
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,32650,0,0,0,0,0,0,0,2018,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,19777,0,0,0,0,0,0,2018,9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,3769,1041,0,0,0,0,0,0,2018,3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,300,0,0,0,0,0,0,0,2019,1
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL LIQUIDO,5854,0,0,0,0,0,0,0,2018,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,30,8708,0,0,0,531,0,0,2022,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,46015,62357,27,108,0,87,0,417,2021,3
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,7890,1933,0,0,0,1439,0,0,2018,3
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,11762,0,0,0,0,501,0,0,2021,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,91564,0,0,0,0,0,0,0,2021,8
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,65650,0,0,0,0,0,0,0,2021,12
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,50503,0,0,0,0,0,0,2020,9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,0,8566,0,0,0,0,0,0,2018,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,0,18748,0,0,0,74,0,0,2020,4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,26,24663,0,0,0,0,0,0,2018,10
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,11,43,788,0,0,0,0,0,2021,3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,98,26728,0,0,0,1110,0,0,2018,8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,29142,0,0,0,0,0,0,2018,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,7,43943,0,0,0,579,0,0,2021,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,7170,55775,0,0,0,566,0,4997,2019,2
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,9869,0,0,0,0,0,0,2018,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,224591,0,0,0,0,0,0,2018,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,38540,21632,455,0,0,1580,0,0,2018,9
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,62689,0,0,0,0,0,0,0,2019,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,1028,23926,0,0,0,0,0,1307,2019,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,62886,0,0,0,0,0,0,0,2021,6
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,265,3,0,0,0,0,0,2018,4
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,43601,0,0,0,0,0,0,2018,1
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,179372,0,0,0,0,0,0,2018,1
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2226,13481,0,0,0,0,0,0,2021,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,41897,73780,0,90,0,0,0,0,2018,8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,34581,288204,0,0,0,0,0,0,2018,1
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,14628,9806,4925,23411,0,0,0,0,2020,7
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,94617,126101,361612,0,0,17959,0,0,2020,1
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2391596,0,0,0,0,0,0,0,2018,10
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,106,7122,0,0,0,0,0,0,2019,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,278767,0,0,0,0,0,0,2020,4
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,43,222,0,0,0,0,0,0,2018,12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,5039,75,0,0,0,0,0,0,2020,5
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,2200,0,0,0,0,2176,0,0,2018,11
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,34189,0,0,0,0,0,0,2021,10
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,45852,17450,983,0,0,0,0,0,2019,2
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,77970,0,0,0,0,0,0,2022,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,19773,0,0,0,0,0,0,2020,6
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,19141,0,0,0,0,1634,0,0,2021,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL LIQUIDO,0,2103,0,0,0,0,0,0,2021,5
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,0,0,0,0,0,13052,0,0,2022,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,108392,0,0,0,0,0,0,0,2020,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,263,8267,0,0,0,0,0,0,2020,6
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,10498,0,0,0,0,570,0,0,2019,3
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,62836,148845,39989,0,0,0,0,0,2021,10
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,14007,0,0,0,0,0,0,0,2021,8
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL LIQUIDO,9747,0,0,0,0,0,0,0,2020,12
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,2861,0,0,2019,11
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,3749,0,0,0,0,0,0,2019,2
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,29,34,0,0,0,0,0,2018,2
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,28269,0,0,0,0,0,0,2022,3
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,22079,0,0,0,0,0,0,2018,11
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,73,101,43,0,0,0,0,0,2018,10
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,103623,175411,345933,0,0,17341,0,0,2021,9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,72077,90156,270124,0,0,0,0,0,2019,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,26572,17807,518,0,0,63,0,0,2018,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,59,78,0,0,0,0,0,0,2021,1
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,60955,0,0,0,0,0,0,0,2018,12
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,18235,0,0,2019,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,94774,0,0,0,0,0,0,0,2020,4
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CARBON AL GRANEL,118508,0,0,0,0,0,0,0,2021,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,132726,0,0,0,0,0,0,2018,11
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,2193,0,0,0,0,0,0,2021,8
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,64896,0,0,0,0,0,0,0,2018,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,7239,0,0,0,0,0,0,0,2019,9
CIENAGA,AMERICAN PORT COMPANY INC,PRIVADO,CARBON AL GRANEL,2833825,0,0,0,0,0,0,0,2020,4
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,3360,0,0,0,0,2838,0,0,2019,8
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL LIQUIDO,3097,0,0,0,0,0,0,0,2021,9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,158525,253653,1424355,0,0,69463,0,0,2020,3
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,78,190,0,0,0,0,0,2021,2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CONTENEDORES,21,147,0,0,0,0,0,0,2019,4
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,9961,0,0,0,0,0,0,2020,5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,211782,0,0,0,0,0,0,2018,5
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,18192,0,0,2019,7
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,78383,0,0,0,0,0,0,0,2021,7
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,12773,0,0,0,0,0,0,0,2020,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,189943,0,0,0,0,0,0,2021,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,104566,0,0,0,0,0,0,2020,2
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,29290,0,0,0,0,0,0,2020,1
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CARBON AL GRANEL,104860,0,0,0,0,0,0,0,2019,2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CARBON AL GRANEL,79946,0,0,0,0,0,0,0,2018,8
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,35140,88732,65889,0,0,776,0,0,2018,12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,2276,11675,0,0,0,0,0,0,2020,1
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,13312,0,0,0,0,0,0,2018,8
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,10447,0,0,0,0,0,0,2018,6
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,4951,0,0,0,0,0,0,2018,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,39581,0,0,0,0,0,0,0,2020,7
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,29222,0,0,0,0,0,0,2021,9
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,49103,67163,0,241,0,751,0,391,2021,6
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,45524,0,0,0,0,0,0,2021,8
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,38870,0,0,0,0,0,0,2018,11
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,31349,0,0,0,0,0,0,2018,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,103813,0,0,0,0,0,0,2021,11
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,17727,0,0,0,0,0,0,2019,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,88768,132227,387006,0,0,0,0,0,2019,10
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,5546,0,0,2018,9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,136772,216510,1270050,0,0,70353,0,0,2020,1
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,15146,0,0,0,0,0,0,2022,2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CARBON AL GRANEL,104500,0,0,0,0,0,0,0,2021,8
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,18646,21370,11733,19841,0,0,0,0,2019,6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GRANEL LIQUIDO,6007,0,0,0,0,0,0,0,2018,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,78641,17153,889,0,0,5372,0,0,2022,3
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,19395,0,0,0,0,0,0,2020,11
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,6209,36,0,0,0,0,0,0,2020,11
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,14600,12044,5196,26180,0,0,0,0,2020,11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,2,157,1,0,0,0,0,0,2019,9
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,50448,0,0,0,0,0,0,2020,3
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,4047,0,0,0,2801,0,0,2021,4
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,7150,0,0,0,0,0,0,2018,12
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,39356,0,0,0,0,0,0,2020,6
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,10413,14017,0,0,0,1830,0,0,2019,3
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,34,1,0,0,0,0,0,2019,12
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,245440,0,0,0,0,0,0,0,2019,8
